Column1;duration;id;index;location;match_id;minute;off_camera;pass_aerial_won;pass_angle;pass_assisted_shot_id;pass_body_part;pass_cross;pass_end_location;pass_goal_assist;pass_height;pass_inswinging;pass_length;pass_no_touch;pass_outcome;pass_outswinging;pass_recipient;pass_shot_assist;pass_switch;pass_technique;pass_type;period;play_pattern;player;player_id;position;possession;possession_team;possession_team_id;related_events;second;team;team_id;timestamp;type;under_pressure;x;y;pass_end_x;pass_end_y
551;1,46543;14ef5077-850f-48a2-9c40-ecae413b67d7;2100;[94.4, 46.7];3893818;50;;;0,8900374;;Right Foot;;[104.2, 58.8];;Ground Pass;;15,570806;;;;Linda Lizeth Caicedo Alegría;;;;;2;Regular Play;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;104;Colombia Women's;16802;['60fe3244-9cd6-4f00-a7c0-07193472d24a'];3;Colombia Women's;16802;12:05:03 a. m.;Pass;;94,4;46,7;104,2;58,8
559;4,487432;c8d62297-a526-47ac-bb20-a0e91570be8b;2127;[10.4, 36.2];3893818;50;;;-0,27746353;;Right Foot;;[57.8, 22.7];;High Pass;;49,28499;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Counter;Carolina Arias Vidal;403283;Right Back;106;Colombia Women's;16802;['111ea9b4-601a-4919-9b95-ce66d61a12fa'];57;Colombia Women's;16802;12:05:57 a. m.;Pass;;10,4;36,2;57,8;22,7
560;1,312078;ccfc1122-66d7-440d-8960-52e364a964ce;2136;[120.0, 0.1];3893818;51;VERDADERO;;1,9947536;;Right Foot;;[114.9, 11.4];;Ground Pass;;12,39758;;;;Linda Lizeth Caicedo Alegría;;;;Corner;2;From Corner;María Catalina Usme Pineda;403278;Center Attacking Midfield;107;Colombia Women's;16802;['d238af43-28d5-42af-b82c-67b583c339bf'];37;Colombia Women's;16802;12:06:38 a. m.;Pass;;120;0,1;114,9;11,4
561;1,138171;0b424b62-43f9-4451-b405-b4dcb477f1b2;2138;[114.9, 11.4];3893818;51;;;-1,963557;;Right Foot;;[112.0, 4.4];;Ground Pass;;7,5769386;;;;María Catalina Usme Pineda;;;;;2;From Corner;Linda Lizeth Caicedo Alegría;386339;Right Wing;107;Colombia Women's;16802;['79dc40fa-23eb-4087-a88e-b72d6ab5fc01'];41;Colombia Women's;16802;12:06:41 a. m.;Pass;;114,9;11,4;112;4,4
562;2,231284;953d45f3-af3f-4da5-a2b0-a33d6cfc8656;2141;[112.0, 4.4];3893818;51;;;1,6002784;;Left Foot;VERDADERO;[110.9, 41.7];;High Pass;;37,316216;;Incomplete;;Daniela Montoya Quiróz;;;;;2;From Corner;María Catalina Usme Pineda;403278;Center Attacking Midfield;107;Colombia Women's;16802;['8c3bc623-a7dc-4184-978f-7bc27be96c20', 'ffbb5503-1dbe-460c-9ab0-2770f17a5d59'];42;Colombia Women's;16802;12:06:43 a. m.;Pass;;112;4,4;110,9;41,7
584;1,214142;a90cf2b5-6581-4592-a3f3-27362c3366b1;2221;[21.1, 64.1];3893818;55;;;0,44170755;;Right Foot;;[34.0, 70.2];;Ground Pass;;14,269548;;;;Leicy Maria Santos Herrera;;;;Recovery;2;Regular Play;Carolina Arias Vidal;403283;Right Back;111;Colombia Women's;16802;['5199057b-9d9a-46c4-bd75-d6f7f5d3b069', 'ea253f2f-bd65-4e8d-9148-49dff18fe9ac'];13;Colombia Women's;16802;12:10:13 a. m.;Pass;;21,1;64,1;34;70,2
585;1,751504;e410b7e4-f87d-4da0-a305-bb44dca2fa24;2224;[42.0, 77.6];3893818;55;;;3,1415927;;Right Foot;;[29.5, 77.6];;Ground Pass;;12,5;;;;Carolina Arias Vidal;;;;;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;111;Colombia Women's;16802;['7a62fb0c-a3f0-4474-afa4-63ed58d0e451'];18;Colombia Women's;16802;12:10:19 a. m.;Pass;;42;77,6;29,5;77,6
586;1,169448;7c4e6276-1ac7-47d1-9647-cfa76f3edb8e;2228;[31.0, 74.5];3893818;55;;;-0,0391956;;Right Foot;;[46.3, 73.9];;Ground Pass;;15,31176;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Carolina Arias Vidal;403283;Right Back;111;Colombia Women's;16802;['25602b9c-fbfd-4318-ac3e-72b27f49beab', 'e9ff9511-3923-4eeb-be4d-6cf76e4a425d'];21;Colombia Women's;16802;12:10:22 a. m.;Pass;VERDADERO;31;74,5;46,3;73,9
592;1,024273;a9ebb8c9-86be-424a-945d-25c8e0aa0484;2259;[21.1, 73.9];3893818;55;;;-0,8312376;;Left Foot;;[26.3, 68.2];;Low Pass;;7,7155685;;;;María Catalina Usme Pineda;;;;Recovery;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;114;Colombia Women's;16802;['33196625-5eaf-4309-be85-f3a889f3974a', '41c6d1d9-07da-450a-8e4f-f011ed50448f'];43;Colombia Women's;16802;12:10:44 a. m.;Pass;VERDADERO;21,1;73,9;26,3;68,2
593;1,9606;411eb026-02db-46d1-a3de-adc72b3bf71d;2263;[27.3, 67.2];3893818;55;;;1,012197;;Left Foot;;[33.8, 77.6];;High Pass;;12,264175;;;;Leicy Maria Santos Herrera;;;;;2;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;114;Colombia Women's;16802;['81948c55-808d-41f3-aaae-9779e04f3676'];44;Colombia Women's;16802;12:10:45 a. m.;Pass;;27,3;67,2;33,8;77,6
594;4,809509;ac89f237-8243-4820-89bf-9f40fc227947;2269;[40.3, 77.9];3893818;56;;;-0,33832362;;Right Foot;;[105.1, 55.1];;High Pass;;68,69411;;;;Linda Lizeth Caicedo Alegría;;;;Free Kick;2;From Free Kick;Jorelyn Andrea Daniela Carabalí Martínez;388473;Right Center Back;115;Colombia Women's;16802;['be07b682-f342-4499-9b37-7d6bebeebbf5'];33;Colombia Women's;16802;12:11:34 a. m.;Pass;;40,3;77,9;105,1;55,1
595;1,216801;92b428d5-8fe7-429a-9308-2396dada3ff2;2273;[107.9, 57.5];3893818;56;;;-1,5407302;;Right Foot;;[108.3, 44.2];;Low Pass;;13,306014;;Incomplete;;María Catalina Usme Pineda;;;;;2;From Free Kick;Linda Lizeth Caicedo Alegría;386339;Left Wing;115;Colombia Women's;16802;['2617dcb3-cdf4-4d2f-8ed8-f29eca3dabcd', '264a45e3-9d60-4b9b-bd59-e94893464ced', '64cc6af9-bc59-455e-8ea1-de28fcd3fad3'];39;Colombia Women's;16802;12:11:40 a. m.;Pass;VERDADERO;107,9;57,5;108,3;44,2
596;2,132055;70f17630-8e6b-4341-a8f8-54d29baa3e29;2276;[120.0, 80.0];3893818;57;;;-1,7080237;;Left Foot;;[114.2, 38.0];;High Pass;VERDADERO;42,398586;;Incomplete;;Jorelyn Andrea Daniela Carabalí Martínez;;VERDADERO;Inswinging;Corner;2;From Corner;María Catalina Usme Pineda;403278;Center Attacking Midfield;116;Colombia Women's;16802;['11733d86-03ff-4a3f-adda-f5694b72d820', '4175c3bc-18d0-464c-acbf-97014dbd9984'];31;Colombia Women's;16802;12:12:32 a. m.;Pass;;120;80;114,2;38
597;1,070068;e7edd5c7-db5c-4197-a2f5-92e96463d303;2283;[96.7, 4.3];3893818;57;;;1,9416876;;Right Foot;;[92.5, 15.1];;Ground Pass;;11,587925;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Corner;Linda Lizeth Caicedo Alegría;386339;Left Wing;116;Colombia Women's;16802;['386e3fb1-20c1-4e99-8056-56c316098adc', '7f86b154-efdc-4106-a5f6-87dcf955c902'];40;Colombia Women's;16802;12:12:40 a. m.;Pass;VERDADERO;96,7;4,3;92,5;15,1
598;3,419102;be177867-321e-4bc0-9904-2aefb6c071b1;2288;[86.9, 15.5];3893818;57;;;2,4510615;;Right Foot;;[56.4, 40.7];;Ground Pass;;39,563747;;;;Carolina Arias Vidal;;;;;2;From Corner;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;116;Colombia Women's;16802;['8c3521b6-66d4-4041-a94a-9bc261e7772a', 'a1349646-8bb5-45be-9ac3-f02c8f213db9', 'caab89a8-9e09-45a5-b3f0-06c1705d96ae'];42;Colombia Women's;16802;12:12:43 a. m.;Pass;VERDADERO;86,9;15,5;56,4;40,7
599;5,196981;b081a8b8-ab83-43ef-90de-cc2082191ff1;2292;[57.5, 46.9];3893818;57;;;0,39176083;;Right Foot;;[118.5, 72.1];;High Pass;;66,000305;;;;Jorelyn Andrea Daniela Carabalí Martínez;;;;;2;From Corner;Carolina Arias Vidal;403283;Right Back;116;Colombia Women's;16802;['e475ec47-6b5b-4c8f-a00b-97eb05bd9e08'];47;Colombia Women's;16802;12:12:48 a. m.;Pass;;57,5;46,9;118,5;72,1
603;1,420875;717c1dc1-4c3a-40f2-8aa6-346d92f6f811;2308;[2.6, 2.4];3893818;58;;;1,5282688;;Right Foot;;[3.0, 11.8];;Ground Pass;;9,408506;;;;Manuela Vanegas Cataño;;;;;2;From Goal Kick;Daniela Alexandra Árias Rojas;403277;Left Center Back;117;Germany Women's;857;['301677db-130a-4d4a-b573-cde6d3616edc', 'cfedaf99-569d-4f13-8116-b4bc24393f56'];26;Colombia Women's;16802;12:13:27 a. m.;Pass;VERDADERO;2,6;2,4;3;11,8
604;1,907476;434d6577-d328-46fb-a85c-095942cbee97;2312;[3.0, 11.4];3893818;58;;;-0,013422012;;Left Foot;;[32.8, 11.0];;High Pass;;29,802685;;Incomplete;;;;;;;2;From Goal Kick;Manuela Vanegas Cataño;49945;Left Back;117;Germany Women's;857;['0674f089-77e5-4193-99d9-b19d8065fd26', 'ec090345-1787-453a-8012-245bb5d5f198'];29;Colombia Women's;16802;12:13:29 a. m.;Pass;VERDADERO;3;11,4;32,8;11
608;0,226391;1ecce9c7-5e64-48fe-ae26-192e240881f2;2329;[21.2, 26.6];3893818;58;;;-0,5028432;;Left Foot;;[25.2, 24.4];;Low Pass;;4,565085;;Incomplete;;;;;;;2;From Goal Kick;María Catalina Usme Pineda;403278;Center Attacking Midfield;117;Germany Women's;857;['9c718ae1-c9cc-4262-97ed-880289cf7670', 'f9c6fcb0-88a0-4233-a142-56a0a35ee0f3'];40;Colombia Women's;16802;12:13:40 a. m.;Pass;VERDADERO;21,2;26,6;25,2;24,4
610;2,838284;1234f373-bc4c-4dcd-9b42-57d3ad6ad1a3;2340;[26.6, 19.2];3893818;59;;;0,097882584;;Left Foot;;[76.5, 24.1];;High Pass;;50,140003;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Free Kick;2;From Free Kick;Manuela Vanegas Cataño;49945;Left Back;118;Colombia Women's;16802;['0c957b1d-60bd-4f5f-bfee-bcad39c5ead7', 'efae8033-af42-4864-a454-51b8b4ba8b59'];26;Colombia Women's;16802;12:14:26 a. m.;Pass;;26,6;19,2;76,5;24,1
620;2,707068;e3eca81d-cb00-4882-a391-72fd60e77c58;2397;[7.0, 36.1];3893818;60;;;-0,2141347;;Right Foot;;[63.1, 23.9];;High Pass;;57,411236;;Incomplete;;María Catalina Usme Pineda;;;;Goal Kick;2;From Goal Kick;Catalina Pérez Jaramillo;46344;Goalkeeper;120;Colombia Women's;16802;['62df8ca2-961b-4239-b4d6-9bdd94b2e09d', 'ab021919-c91b-4dcf-af7f-ab851ffbee05'];46;Colombia Women's;16802;12:15:47 a. m.;Pass;;7;36,1;63,1;23,9
626;3,387975;dc80737b-c1ce-44ec-b28a-ebc490d2a969;2417;[7.0, 36.1];3893818;62;;;0,5673633;;Right Foot;;[58.0, 68.6];;High Pass;;60,4752;;;;Leicy Maria Santos Herrera;;;;Goal Kick;2;From Goal Kick;Catalina Pérez Jaramillo;46344;Goalkeeper;123;Colombia Women's;16802;['70925333-9261-4039-9a5d-d462c68f28f9'];12;Colombia Women's;16802;12:17:13 a. m.;Pass;;7;36,1;58;68,6
627;5,711255;01f32e52-a59d-4b80-933b-85e038d920da;2419;[58.0, 68.6];3893818;62;;;0,20110121;;Head;;[94.3, 76.0];;Low Pass;;37,046593;;Incomplete;;María Catalina Usme Pineda;;;;;2;From Goal Kick;Leicy Maria Santos Herrera;32215;Right Wing;123;Colombia Women's;16802;['cf420c54-af7a-4f70-b3df-0e28ace5fdbb', 'f1e27449-493a-42f7-acad-621dcd12e76e'];16;Colombia Women's;16802;12:17:16 a. m.;Pass;;58;68,6;94,3;76
635;1,249069;bd614eb4-d57d-433d-b820-d8d5235ff559;2449;[39.9, 17.1];3893818;62;;;1,2333403;;Left Foot;;[45.9, 34.2];;Ground Pass;;18,122086;;Incomplete;;Lorena Bedoya Durango;;;;Recovery;2;Regular Play;Manuela Vanegas Cataño;49945;Left Back;124;Germany Women's;857;['d0c861c5-881d-4d97-81f2-645acc6b5e9f', 'e224e5b8-ce2c-451d-8419-9212e5bf1de9'];46;Colombia Women's;16802;12:17:47 a. m.;Pass;;39,9;17,1;45,9;34,2
641;4,264153;ee482715-91be-4ad4-8c8c-45b2a91bbce3;2478;[7.0, 36.1];3893818;63;;;-0,30058968;;Right Foot;;[64.1, 18.4];;High Pass;;59,78043;;Incomplete;;Daniela Montoya Quiróz;;;;Goal Kick;2;From Goal Kick;Catalina Pérez Jaramillo;46344;Goalkeeper;126;Colombia Women's;16802;['b694a085-1ca7-45ea-954e-13c9208a2b2a', 'ba2789fe-8517-4010-b07e-b88c7a25c427'];56;Colombia Women's;16802;12:18:56 a. m.;Pass;;7;36,1;64,1;18,4
643;0,792944;e871e4ad-cb79-4dcd-9e7a-4e704e05a584;2491;[63.1, 13.7];3893818;64;;;2,0217328;;Right Foot;;[58.5, 23.2];;Ground Pass;;10,555094;;;;María Catalina Usme Pineda;;;;;2;From Goal Kick;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;126;Colombia Women's;16802;['5bb816ce-8630-49ef-ac6a-c1e95b00a2d8'];11;Colombia Women's;16802;12:19:11 a. m.;Pass;;63,1;13,7;58,5;23,2
644;1,603351;6984e868-3d9a-4f05-bf5c-971bc019fae3;2494;[58.0, 23.1];3893818;64;;;-1,3492204;;Left Foot;;[62.1, 4.9];;Ground Pass;;18,656097;;;;Linda Lizeth Caicedo Alegría;;;;;2;From Goal Kick;María Catalina Usme Pineda;403278;Center Attacking Midfield;126;Colombia Women's;16802;['206aee25-1b29-433e-a79d-31c610e06e23', '9c0f91ca-bbb2-46d7-b926-b875627f0584'];11;Colombia Women's;16802;12:19:12 a. m.;Pass;VERDADERO;58;23,1;62,1;4,9
645;0,903529;05b67cbc-a7c4-4b10-9757-c07c2008ace9;2497;[62.1, 4.9];3893818;64;;;0,9349579;;Right Foot;;[68.3, 13.3];;Ground Pass;;10,440307;;;;María Catalina Usme Pineda;;;;;2;From Goal Kick;Linda Lizeth Caicedo Alegría;386339;Left Wing;126;Colombia Women's;16802;['96af7147-e8c6-456d-b823-f974d459283a'];14;Colombia Women's;16802;12:19:15 a. m.;Pass;;62,1;4,9;68,3;13,3
646;0,761929;4995dc1c-1853-4b03-9076-dee7931c438e;2500;[68.3, 13.3];3893818;64;;;-1,5313431;;Left Foot;;[68.6, 5.7];;Ground Pass;;7,605919;;;;Linda Lizeth Caicedo Alegría;;;;;2;From Goal Kick;María Catalina Usme Pineda;403278;Center Attacking Midfield;126;Colombia Women's;16802;['90359118-b20d-420a-b610-5d2f255f1799'];15;Colombia Women's;16802;12:19:16 a. m.;Pass;;68,3;13,3;68,6;5,7
650;0,938127;aa62dcc1-1292-4407-8796-e68d2dcf2405;2528;[59.8, 4.0];3893818;64;;;-0,059336204;;Left Foot;;[69.9, 3.4];;Low Pass;;10,117806;;;;María Catalina Usme Pineda;;;;Recovery;2;Regular Play;Manuela Vanegas Cataño;49945;Left Back;128;Colombia Women's;16802;['2a47986c-70a2-4bd3-b2ca-6f4789a56af0', 'a71eb133-64ff-43f7-9a8f-188ff8979e1f'];24;Colombia Women's;16802;12:19:24 a. m.;Pass;VERDADERO;59,8;4;69,9;3,4
651;0,915404;c6f3154b-1509-4879-be74-2caaf8ccfdb0;2532;[69.9, 2.2];3893818;64;;;1,6038421;;Right Foot;;[69.5, 14.3];;High Pass;;12,106609;;;;Daniela Montoya Quiróz;;;;;2;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;128;Colombia Women's;16802;['7cbfb690-b8c1-47d9-b3b2-e5cd7bca9c69', 'cc584f78-9e0a-4b25-b3a5-7d5f6c548c9d'];26;Colombia Women's;16802;12:19:26 a. m.;Pass;VERDADERO;69,9;2,2;69,5;14,3
652;1,260564;5c9c0e73-986f-4e7a-809f-2f016a74e266;2539;[68.6, 13.4];3893818;64;VERDADERO;;1,5907936;;Left Foot;;[68.3, 28.4];;Ground Pass;;15,002999;;;;Leicy Maria Santos Herrera;;;;Free Kick;2;From Free Kick;Manuela Vanegas Cataño;49945;Left Back;129;Colombia Women's;16802;['4d1c4b8d-3b7f-45ef-a24d-0fe1787eb779'];46;Colombia Women's;16802;12:19:47 a. m.;Pass;;68,6;13,4;68,3;28,4
653;0,931166;71bd1dd1-7b4c-4e0d-b18c-70585bbcaa61;2541;[67.2, 25.4];3893818;64;;;-0,9978302;;Left Foot;;[73.2, 16.1];;Ground Pass;;11,06752;;;;María Catalina Usme Pineda;;;;;2;From Free Kick;Leicy Maria Santos Herrera;32215;Right Wing;129;Colombia Women's;16802;['2c6bc448-3221-428e-8945-8c844fc19a75'];48;Colombia Women's;16802;12:19:49 a. m.;Pass;;67,2;25,4;73,2;16,1
654;1,998243;239c8fb6-0f0c-46f8-8245-9414f28b1204;2544;[75.0, 16.5];3893818;64;;;0,35064423;;Left Foot;;[100.7, 25.9];;High Pass;;27,365124;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;;2;From Free Kick;María Catalina Usme Pineda;403278;Center Attacking Midfield;129;Colombia Women's;16802;['4bd7e8d5-4814-413d-86d5-0135ee0a95d3', 'a53b76a5-f7ab-4025-8cc8-021d466bba58'];51;Colombia Women's;16802;12:19:51 a. m.;Pass;;75;16,5;100,7;25,9
655;1,133238;7eee8f1d-ae4c-464b-a570-e7a7e46e7fe8;2548;[90.6, 23.1];3893818;64;;;0,15264933;;Head;;[97.1, 24.1];;High Pass;;6,576473;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Recovery;2;From Free Kick;Daniela Montoya Quiróz;403282;Right Defensive Midfield;129;Colombia Women's;16802;['dd616a46-ef04-44f2-b40d-18d453137202', 'df619be9-b79c-45f7-8a4f-e5b7bd0d4f78'];54;Colombia Women's;16802;12:19:54 a. m.;Pass;;90,6;23,1;97,1;24,1
661;1,284079;edb8fa98-3252-4dfa-a740-a235e2e7206f;2573;[13.3, 3.9];3893818;65;;;0,10110337;;Right Foot;;[20.2, 4.6];;Ground Pass;;6,935416;;;;Leicy Maria Santos Herrera;;;;;2;From Counter;Linda Lizeth Caicedo Alegría;386339;Left Wing;131;Colombia Women's;16802;['903203aa-ea04-4b76-aa9b-466896d4f4d7'];18;Colombia Women's;16802;12:20:18 a. m.;Pass;;13,3;3,9;20,2;4,6
662;1,564567;eb6c72e3-d65a-447b-9836-33d545ef371d;2576;[27.6, 9.6];3893818;65;;;0,19486392;;Right Foot;;[50.4, 14.1];;Ground Pass;;23,239836;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Counter;Leicy Maria Santos Herrera;32215;Right Wing;131;Colombia Women's;16802;['c8da7c6b-1641-4e69-83fd-45b63e7b99c2'];21;Colombia Women's;16802;12:20:21 a. m.;Pass;;27,6;9,6;50,4;14,1
669;1,845232;1edb0d77-0072-4d43-a27c-e3730fb0758b;2610;[28.6, 80.0];3893818;66;;;-0,08898372;;;;[55.5, 77.6];;High Pass;;27,006851;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Throw-in;2;From Throw In;Carolina Arias Vidal;403283;Right Back;133;Colombia Women's;16802;['4cd86b97-0ca3-44a0-b4ea-07dd7c4778df', '97a23999-817b-4580-ace0-ffe3b3a5c92b'];42;Colombia Women's;16802;12:21:43 a. m.;Pass;;28,6;80;55,5;77,6
671;2,081254;711eda1b-4a99-41f7-9a31-571ba868548e;2616;[49.4, 80.0];3893818;66;;;-0,083836645;;;;[73.2, 78.0];;High Pass;;23,883886;;;;Mayra Tatiana Ramírez Ramírez;;;;Throw-in;2;From Throw In;Carolina Arias Vidal;403283;Right Back;134;Colombia Women's;16802;['b849f12f-323a-486f-b38b-19c89401c92a'];56;Colombia Women's;16802;12:21:57 a. m.;Pass;;49,4;80;73,2;78
673;0,614309;20fe449c-1cfd-47fe-ac5c-6e104829969a;2628;[74.2, 71.2];3893818;67;;;1,3024302;;Right Foot;;[75.3, 75.2];;Ground Pass;;4,148494;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Throw In;Leicy Maria Santos Herrera;32215;Right Wing;134;Colombia Women's;16802;['3f2dd7ce-89e0-413f-bb3a-0ca0548e52f3', 'ba3995e8-3d8d-422e-b0ed-008adeec3b10'];3;Colombia Women's;16802;12:22:03 a. m.;Pass;;74,2;71,2;75,3;75,2
688;0,680813;b628fbbe-ab06-4fce-a7ab-0ee57100d2e0;2684;[41.7, 70.5];3893818;68;;;-1,1375961;;Right Foot;;[45.4, 62.5];;Ground Pass;;8,814193;;;;María Catalina Usme Pineda;;;;;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;138;Colombia Women's;16802;['ded5b6e2-44dd-42bb-98f9-8fad03f4640a'];11;Colombia Women's;16802;12:23:11 a. m.;Pass;;41,7;70,5;45,4;62,5
689;1,444874;50cc9d08-40df-43f3-9fd1-3fd5d32085fc;2686;[45.4, 62.5];3893818;68;;;2,1932087;;Left Foot;;[36.0, 75.6];;Ground Pass;;16,123585;;;;Carolina Arias Vidal;;;;;2;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;138;Colombia Women's;16802;['4c4a8389-ea3e-41ab-9595-5ccc4e5b881f'];11;Colombia Women's;16802;12:23:12 a. m.;Pass;;45,4;62,5;36;75,6
690;5,193325;27f900ae-520f-41e1-8ae3-212c345498d1;2689;[38.4, 76.0];3893818;68;;;-0,34020564;;Right Foot;;[101.4, 53.7];;High Pass;;66,83031;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Carolina Arias Vidal;403283;Right Back;138;Colombia Women's;16802;['f96fdff0-4887-4159-8e0d-1598c13800f0', 'fca79d98-0df2-45fb-bf98-b77f6aa532ee'];14;Colombia Women's;16802;12:23:14 a. m.;Pass;;38,4;76;101,4;53,7
691;0,844758;f50acc31-3879-42f4-b8b1-b2d442d11cc9;2694;[86.0, 32.1];3893818;68;;;1,474796;;Right Foot;;[87.3, 45.6];;Ground Pass;;13,5624485;;;;María Catalina Usme Pineda;;;;;2;Regular Play;Linda Lizeth Caicedo Alegría;386339;Left Wing;138;Colombia Women's;16802;['75b6e61f-1fc7-4053-b944-7ec6bcbc55bc'];24;Colombia Women's;16802;12:23:25 a. m.;Pass;;86;32,1;87,3;45,6
701;0,066508;31b4f202-1281-4906-9e9c-a25eedf91b94;2733;[28.6, 25.9];3893818;69;;;-2,284887;;Right Foot;;[27.3, 24.4];;Ground Pass;;1,9849433;;Incomplete;;Daniela Alexandra Árias Rojas;;;;Recovery;2;From Free Kick;Diana Carolina Ospina García Pineda;403280;Right Defensive Midfield;140;Germany Women's;857;['8445f413-3eb1-4bca-92b8-35690819a88f', '894647c6-89d7-42e9-b543-29138f9f5b35', 'f564760a-5b3d-4532-98d1-a41f0489b1b9'];10;Colombia Women's;16802;12:24:11 a. m.;Pass;VERDADERO;28,6;25,9;27,3;24,4
702;2,80054;a58f96c3-5d8e-4f07-a49c-deba305c5a80;2743;[7.0, 36.1];3893818;70;;;-0,47066778;;Right Foot;;[58.1, 10.1];;High Pass;;57,334194;;Incomplete;;María Catalina Usme Pineda;;;;Goal Kick;2;From Goal Kick;Catalina Pérez Jaramillo;46344;Goalkeeper;142;Colombia Women's;16802;['84bf56f3-1cbe-43d9-8295-7ee284e82212', 'b1e01cb3-3cdb-4d95-8ad8-c2b525362a95'];54;Colombia Women's;16802;12:25:55 a. m.;Pass;;7;36,1;58,1;10,1
704;1,910004;9a55c1fe-30d9-4c64-8723-d906f3624616;2747;[44.2, 17.1];3893818;70;;VERDADERO;0;;;;[62.7, 17.1];;High Pass;;18,5;;Incomplete;;María Catalina Usme Pineda;;;;Interception;2;From Goal Kick;Manuela Vanegas Cataño;49945;Left Back;142;Colombia Women's;16802;['0b429d61-6904-475a-8a73-a2c25da339b5', '52b1e110-53b5-4126-bb03-98362983ec54', '783f79ad-f442-4415-98fb-d7ed545e8342', 'b1e01cb3-3cdb-4d95-8ad8-c2b525362a95'];59;Colombia Women's;16802;12:26:00 a. m.;Pass;VERDADERO;44,2;17,1;62,7;17,1
707;1,94701;03616a43-1d87-43c3-9199-cab19d619039;2754;[44.5, 34.9];3893818;71;;;-0,19800793;;Right Foot;;[75.9, 28.6];;High Pass;;32,025772;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Recovery;2;From Goal Kick;Diana Carolina Ospina García Pineda;403280;Right Defensive Midfield;142;Colombia Women's;16802;['038b0a75-0e11-463b-97d7-087350723f05', 'c23441e0-d2ad-4f91-b371-5857985dfe9b', 'c56ef2e0-4960-4327-83e6-47fc1a974359'];3;Colombia Women's;16802;12:26:04 a. m.;Pass;;44,5;34,9;75,9;28,6
709;1,11917;c6ac64d7-c7d6-4fab-a7ee-2c7f0bed90af;2761;[62.2, 23.3];3893818;71;;;1,8454902;;Left Foot;;[59.1, 34.3];;Ground Pass;;11,428473;;;;Leicy Maria Santos Herrera;;;;;2;From Goal Kick;María Catalina Usme Pineda;403278;Center Attacking Midfield;142;Colombia Women's;16802;['d8933d0e-59bb-4a95-9941-468c3a1c0b03', 'fdd5d0d7-c9e8-420b-a2fc-7cbbeb7a7244'];9;Colombia Women's;16802;12:26:09 a. m.;Pass;VERDADERO;62,2;23,3;59,1;34,3
710;1,620473;d1083bfa-7d8a-4a5f-b42f-b771b17767ff;2764;[59.1, 39.6];3893818;71;;;1,8505005;;Right Foot;;[56.4, 49.0];;Ground Pass;;9,780082;;;;Diana Carolina Ospina García Pineda;;;;;2;From Goal Kick;Leicy Maria Santos Herrera;32215;Right Wing;142;Colombia Women's;16802;['23e99907-8f10-4ebc-a44a-ec12e65b3460'];10;Colombia Women's;16802;12:26:11 a. m.;Pass;;59,1;39,6;56,4;49
711;2;29d1b6f0-daac-416d-8c7b-a4cf2bf57e73;2767;[58.1, 49.0];3893818;71;;;0,88789487;;Right Foot;;[73.8, 68.3];;Ground Pass;;24,879309;;;;Carolina Arias Vidal;;;;;2;From Goal Kick;Diana Carolina Ospina García Pineda;403280;Right Defensive Midfield;142;Colombia Women's;16802;['04704a0f-bb59-4f5d-9bec-beb6a402485d'];12;Colombia Women's;16802;12:26:13 a. m.;Pass;;58,1;49;73,8;68,3
712;1,172544;64268f98-1c1f-448d-9aac-4a15c50587a8;2775;[75.1, 63.9];3893818;71;;;-2,4177003;;Right Foot;;[57.0, 47.9];;Ground Pass;;24,158022;;;;Daniela Alexandra Árias Rojas;;;;;2;From Goal Kick;Carolina Arias Vidal;403283;Right Back;142;Colombia Women's;16802;['19686a7e-98d5-464b-be2d-63a32a85c72e'];18;Colombia Women's;16802;12:26:18 a. m.;Pass;;75,1;63,9;57;47,9
